,screen_name,OriginalAuthor,Type
4835,ChrisFi19702048,MEL2AUSA,RT
5402,ChrisJZullo,ChrisJZullo,Original
699,ChrisM4Jesus,B75434425,RT
6439,ChrisMedic025,ChrisMedic025,Original
2265,ChrisX144,IronStache,RT
3312,Chrissylee510,tedlieu,RT
1302,ChristaTurnel,SenGillibrand,RT
5638,ChristiChat,ChristiChat,Original
6819,ChristiChat,ChristiChat,Original
5617,ChristiChat,ChristiChat,Original
6670,ChristiChat,ChristiChat,Original
6262,ChristiChat,ChristiChat,Original
1674,Christina_maryl,WhiteHouse,RT
2086,Christinaeleven,Christinaeleven,Original
2746,Christinaofs,EWTNNewsNightly,RT
3065,ChromeStallions,RyanAFournier,RT
5102,ChuckD1776,GrrrGraphics,RT
2674,ChuckMuley1,CBSNews,RT
2398,ChuckNo67894197,onedovealone,RT
5959,ChuckWendig,ChuckWendig,Original
5250,Cindi1Shorty,ClintonM614,RT
1022,CindiDubya,mitchellreports,RT
1471,CindyCooperAr,RealR0bGray,RT
453,CindyGBurdorf,CindyGBurdorf,Original
5432,CindyGBurdorf,CindyGBurdorf,Original
5148,Cindy_52s,TheDailyShow,RT
29,CiochettiRose,WhiteHouse,RT
1763,Circa,Circa,Original
5205,CitizensForSara,CitizensForSara,Original
4919,CitizensOutpost,CitizensOutpost,Original
2468,CivicCentaur,funder,RT
808,ClaraLKatzenmai,Golfinggary522,RT
4319,ClaudiaAngel18,SiddonsDan,RT
2018,ClaudiaAngel18,Hoosiers1986,RT
4687,ClaudiaJPace,ClaudiaJPace,Original
733,Claymore2211,Claymore2211,Original
746,Claysteet77,B75434425,RT
1495,Clayteller1,TomiLahren,RT
910,Cliff8954,AMErikaNGIRLBOT,RT
1800,ClintBartlett75,alozrasT15,RT
6276,ClintonM614,ClintonM614,Original
6527,ClintonM614,ClintonM614,Original
5677,ClintonM614,ClintonM614,Original
6032,ClintonM614,ClintonM614,Original
5428,ClintonM614,ClintonM614,Original
3251,Cmblom2420,realPolitiDiva,RT
1846,CoachDuff,CoachDuff,Original
4402,CobaltDee,KelemenCari,RT
5619,CochranShow,CochranShow,Original
378,CocoThePatriot,LeahR77,RT
4803,Cocoabitter,michaelferna1,RT
817,Cognac4Paws,tcapotesashes,RT
6237,ColMorrisDavis,ColMorrisDavis,Original
4377,ColleenLundgren,FoxNews,RT
5775,ColorOfChange,ColorOfChange,Original
5454,ColorOfChange,ColorOfChange,Original
3453,ColosimoAngela,WhiteHouse,RT
3292,ColtRaut,TomiLahren,RT
4695,ColtsPens85,nzo11,RT
6716,ColumbiaBugle,ColumbiaBugle,Original
4243,ComfortNumb14,glblchangedjt,RT
751,Compo99Ralph,wokeluisa,RT
262,ComradCovfefe45,wokeluisa,RT
2207,Confuzed54D,RedWaveRising,RT
605,CongressRTBot,RepValDemings,RT
5403,CongressmanRaja,CongressmanRaja,Original
3216,Connellmh,sahilkapur,RT
1508,ConnieCase56,ExDemLatina,RT
4517,ConnieJPalmer1,KelemenCari,RT
5627,ConradCortez,ConradCortez,Original
6097,ConservaMomUSA,ConservaMomUSA,Original
6422,ConservaMomUSA,ConservaMomUSA,Original
6041,ConservaMomUSA,ConservaMomUSA,Original
2013,ConservaPeach,StacyLStiles,RT
532,ConsrvativeDiva,ConsrvativeDiva,Original
2055,Cops4Cruz,Cops4Cruz,Original
449,CopsDoughnuts,Nick_Hawatmeh,RT
2877,CopticDisco,bcbeat,RT
3354,Coreyoke1,elizabethforma,RT
2563,CorridonKL,RonWyden,RT
1685,CotoBlogzz,CotoBlogzz,Original
6234,CourtneyTritch,CourtneyTritch,Original
1744,CowboyB_65,LeahR77,RT
319,CraigCr97665875,CNN,RT
4656,CraighHamilton,charliekirk11,RT
4170,CrazyCatOO7,KelemenCari,RT
4682,CrazyCrazyDazy,ClintonM614,RT
4526,CreateCivility,CreateCivility,Original
6605,CrisAlexJimenez,CrisAlexJimenez,Original
3982,CristieDoran3,FoxNews,RT
2167,Crobama,Crobama,Original
3605,CrookBetty,bellvisuals,RT
814,Crossbays,mcspocky,RT
420,CrosseyedTease,CrosseyedTease,Original
4764,Crowntiptoe,Crowntiptoe,Original
424,CrusaderForce,B75434425,RT
2476,CryPartisan,CryPartisan,Original
3294,CryptoMiner420,JTMann05,RT
2575,Crypto_Friendly,Crypto_Friendly,Original
2645,CrystalLuck63,MutluUm4711,RT
83,Csinaco,Csinaco,Original
3555,CubanLady4Trump,WarRoomShow,RT
3782,CuppaCosmos,larryelder,RT
3133,CurmudgeonCD21,elihbeckman,RT
4540,CuteScarley,clivebushjd,RT
3336,CyberDCA,CyberDCA,Original
5007,D1Kirkaldie,CBSNews,RT
2156,DBZDoll,TomiLahren,RT
480,DBachGlobal,DBachGlobal,Original
2417,DCBen5,DCBen5,Original
4959,DCompto79967079,FoxNews,RT
5087,DDogg201471,BasedMonitored,RT
1214,DDominiqueWatts,IronStache,RT
2003,DEADLINE,DEADLINE,Original
3777,DEBO1AI,PressSec,RT
5538,DGComedy,DGComedy,Original
6750,DGComedy,DGComedy,Original
1953,DGUNZ22,DGUNZ22,Original
1385,DG_TGA,RSBNetwork,RT
1192,DGreatAwakening,B75434425,RT
4664,DHEIS5549,KelemenCari,RT
4516,DHIGal7,tedlieu,RT
5819,DHSgov,DHSgov,Original
1228,DINARWILSON,B75434425,RT
4180,DJ1956Denny,RepMullin,RT
1988,DJCarmen323,lizballard09,RT
1539,DJT4POTUS,Scaramucci,RT
6418,DLoesch,DLoesch,Original
3145,DMMConsult_bot,FoxNews,RT
4651,DMarie82457,tedlieu,RT
4240,DMarieH17,clivebushjd,RT
2661,DNunezforTrump,wattsjim,RT
3939,DPD11,The_Trump_Train,RT
4230,DPat1430,clivebushjd,RT
2525,DRomerotsb,CartoonPres,RT
232,DSiembieda,RepSwalwell,RT
336,DStewart541,DStewart541,Original
6623,DTrumpPoll,DTrumpPoll,Original
5347,DTrumpPoll,DTrumpPoll,Original
4447,DUMPTRUMPTHEASS,Tomleegun,RT
5240,DValeyard,DValeyard,Original
644,DWilloughy,IronStache,RT
2312,D_Clem_,APFactCheck,RT
3242,D_sign4you,Alyssa_Milano,RT
5196,DaBrainswork,Trey_VonDinkis,RT
6317,DaShanneStokes,DaShanneStokes,Original
6067,DaShanneStokes,DaShanneStokes,Original
5744,DaShanneStokes,DaShanneStokes,Original
5813,DaShanneStokes,DaShanneStokes,Original
4796,DaShanneStokes,eugenegu,RT
372,DabneyPorte,DabneyPorte,Original
5142,Dadaw08,vannsmole,RT
750,DadoftheDecade,DadoftheDecade,Original
6010,DailyPolls37,DailyPolls37,Original
131,DakodaBlueEyes,funder,RT
678,DaleBow54243415,B75434425,RT
3759,Dalekdukesboy,ConservaMomUSA,RT
6752,DalinPaur,DalinPaur,Original
2967,DammitBritt,GartrellLinda,RT
5210,DamontEvermore,The_UnSilent_,RT
2355,DanDassow,SenatorHassan,RT
5965,DanEberhart,DanEberhart,Original
6668,DanMilanoHere,DanMilanoHere,Original
2844,DanSanderson10,JoyAnnReid,RT
337,DanaLBriggs,DanaLBriggs,Original
5647,DanaPerino,DanaPerino,Original
561,DanaWindowman56,AMErikaNGIRLBOT,RT
5192,Danbronxdj,Danbronxdj,Original
254,Dangchick1,IndivisibleTeam,RT
2971,Dangerman_1973,ajplus,RT
6415,DanielBRichard,DanielBRichard,Original
2197,DanielKitts,LHSummers,RT
112,DanielPCarroll2,ProudResister,RT
3249,DanielaMarinov1,GartrellLinda,RT
6438,DaniellaMicaela,DaniellaMicaela,Original
1226,Danjampie,calidhd,RT
3699,Danwray7,OfficeOfMike,RT
4951,Daphene23058240,Truthseeker126,RT
4749,Darell_Flake,Darell_Flake,Original
1676,Darkkni90417592,Darkkni90417592,Original
3498,DarlenePlantier,_Makada_,RT
1216,DarthContinent,DarthContinent,Original
3786,DarwinVsGod,DarwinVsGod,Original
5273,Dave13593715,ChristiChat,RT
2298,DaveDekker4,EmilyDeck,RT
5851,DaveMasonBOL,DaveMasonBOL,Original
2321,DaveMasonBOL,DaveMasonBOL,Original
3369,Dave_Hardwick,The_UnSilent_,RT
5042,DaveyDiver72,KelemenCari,RT
1783,DaveyHo69,StefanMolyneux,RT
3232,DavidLBlackwell,SierraWhiskee,RT
3714,DavidMo59631858,charliekirk11,RT
5615,David_Leavitt,David_Leavitt,Original
1978,DavisBatchelor,DavisBatchelor,Original
1314,DavisKimbrely,funder,RT
4450,DawnBehen,tedlieu,RT
3419,DawnDCS92,FrankLuntz,RT
1106,Dboyz62,AMErikaNGIRLBOT,RT
655,Dcp196651,SenWarren,RT
2172,DePondMaggie,DePondMaggie,Original
36,DeTroyes1,DeTroyes1,Original
1465,DeaAmericana,RepZoeLofgren,RT
1975,DeannaSader,TeaPainUSA,RT
510,DeannaSader,ProudResister,RT
3462,DeannePccn,junogsp5,RT
2705,Deb98366C,tedlieu,RT
534,DebAma818,Alyssa_Milano,RT
5255,DebJHolley,grantstern,RT
3332,DebLouLit,FrankLuntz,RT
4058,Debb_Alexander,DonnaWR8,RT
2299,Debbiemayo99M,BillOReilly,RT
818,DebbyCollins99,AmericansRiseUp,RT
61,DebbyLG3,B75434425,RT
1775,Debi_52,SpeakerRyan,RT
1837,Deborah63437719,hidehunt1,RT
3193,DeborahBrookeA1,FoxNews,RT
5172,DeborahOchoa07,lsarsour,RT
2455,Deborrah1967,Hoosiers1986,RT
107,DebraAn00760609,GeraldoRivera,RT
1833,DebraMMason1,astralleaks2,RT
4414,DebraMMason1,ClintonM614,RT
4677,Debranoah1313,markbland,RT
6404,DebtCrisisOrg,DebtCrisisOrg,Original
4871,Debwaters30549,ClintonM614,RT
12,Decreevy,wokeluisa,RT
3199,DeeDon5123,OfficeOfMike,RT
4688,Deecat101,eugenegu,RT
3875,DeelightRI,AdamSchiffCA,RT
2142,DeepSouthProud,Harlan,RT
338,DeepwaterPierat,LiberatedCit,RT
3913,DeiseLAlmeida,realDonaldTrump,RT
2306,Delia85354849,David_Leavitt,RT
1057,Delia85354849,HouseDemocrats,RT
2412,DellaCooper3,bellvisuals,RT
3096,Demgirl50,johnlundin,RT
2020,DemiWuflower,ICEgov,RT
4303,Denise75384378,FoxNews,RT
742,DenistheM,SearsAl,RT
3935,Dennis3958,OliverMcGee,RT
2427,Dennispace19,chuckwoolery,RT
2029,DeplorableGen,Imperator_Rex3,RT
4400,DeplorableLette,clivebushjd,RT
2637,DeplorableMaryE,VP,RT
3302,DeplorableSabi,TT45Pac,RT
5666,DeplorableVet_,DeplorableVet_,Original
5722,DeplorableVet_,DeplorableVet_,Original
5600,DeportSchumer,DeportSchumer,Original
2194,DerMudeTude,DerMudeTude,Original
2902,Derek_Thompson9,charliekirk11,RT
853,DesignClimate,wokeluisa,RT
2912,DesignrunSue,FoxNews,RT
3530,DesireeDelOrbe,JCTheResistance,RT
4473,DestinyKai911,charliekirk11,RT
4733,Dev0ra,tedlieu,RT
4363,DevilDodson,kwilli1046,RT
6546,DevinSenaUI,DevinSenaUI,Original
4979,DevonaKozel7,syeddoha,RT
3966,DeweyMargie,CBSNews,RT
5117,DexterUnited,FoxNewsResearch,RT
4499,Dgsma,FoxNewsResearch,RT
1729,Di092017,WhiteHouse,RT
2519,Di23L,wokeluisa,RT
855,Di90836822,AMErikaNGIRLBOT,RT
3293,DiamondStylz,DiamondStylz,Original
4290,DianWChain1,strait328,RT
5095,DianeMo24012416,KelemenCari,RT
6456,DianeToucan,DianeToucan,Original
422,Diane_1968,carrieksada,RT
6700,Dictionarycom,Dictionarycom,Original
4624,DigatonoJ,SiddonsDan,RT
3376,Diglioscientia,LVNancy,RT
2638,DinahLord,WhiteHouse,RT
3441,DisneyDope1962,gal_deplorable,RT
648,DivaAmie,55true4u,RT
5521,DivintyMary,DivintyMary,Original
4190,Dixieheritage02,MEL2AUSA,RT
5139,Djenepha,FoxNews,RT
1183,Dnewl62,martel_al,RT
5177,Do1776again,KelemenCari,RT
2201,DoNotForget911,FoxNews,RT
2449,DoNotGiveUpHope,WhiteHouse,RT
2028,DoingTheDougie,Imperator_Rex3,RT
4168,DominiqueCreek1,SecretaryCarson,RT
3771,DonGarlinger,RyanAFournier,RT
700,Don_Deplorable,TrumpTheHill,RT
1037,DonaBeaulieu,PoliticalShort,RT
6248,DonaldJTrumpJr,DonaldJTrumpJr,Original
6065,DonaldJTrumpJr,DonaldJTrumpJr,Original
621,DonaldUS2016,DonaldUS2016,Original
4642,Donmatos3,RealMattCouch,RT
373,DonnaBesneatte,RandyRainbow,RT
30,DonnaCardillo11,DonnaCardillo11,Original
788,DonnaGirard6,B75434425,RT
4684,DonnaGirard6,ClintonM614,RT
1889,DonnaHa05992211,SierraWhiskee,RT
4715,DonnaLedford8,BleedingRedDan,RT
3774,DonnaLovesTrump,DonnaLovesTrump,Original
6209,DonnaWR8,DonnaWR8,Original
6091,DonnaWR8,DonnaWR8,Original
6013,DonnaWR8,DonnaWR8,Original
6060,DonnaWR8,DonnaWR8,Original
1895,Donnaelaine81,JackKingston,RT
4939,Donnaj296,BleedingRedDan,RT
4210,Donnamsiouxx,FoxNews,RT
6558,Donnaphoto,Donnaphoto,Original
2991,DonnieNauman,Franklin_Graham,RT
1994,DontDeflect,mpeachdorange,RT
5442,Doodisgirl,Doodisgirl,Original
2627,DopeConfldence_,DanEberhart,RT
4838,Dorothyktemplar,BasedMonitored,RT
4027,DougDixon50,denvernight,RT
2126,DrCherylBrodie,IronStache,RT
6684,DrCrane72,DrCrane72,Original
1277,DrDeniseShaw,TrumpTheHill,RT
256,DrFMorato,B75434425,RT
1330,DrJaneRuby,DrJaneRuby,Original
5358,DrJaneRuby,DrJaneRuby,Original
3288,DrJoeyLaskeFNP,TrumpsDC,RT
6543,DrMartyFox,DrMartyFox,Original
4644,DrMartyFox,GordonGChang,RT
6255,DrMikeSimpson,DrMikeSimpson,Original
1550,DrSue19380,JrcheneyJohn,RT
5289,DrSue19380,thebradfordfile,RT
5418,Dr_CMGreer,Dr_CMGreer,Original
3896,Dr_mhad,WhiteHouse,RT
3909,DragonFly34343,GavinNewsom,RT
3335,DragonForce_One,DragonForce_One,Original
3842,Dragonstar028,JrcheneyJohn,RT
6767,DreamersMOMS,DreamersMOMS,Original
4251,Drecsr,DTrumpPoll,RT
482,DrewN1977,AMErikaNGIRLBOT,RT
1660,DrouhardSuzanne,Harlan,RT
1597,Dunlap2465,FoxNews,RT
3978,DurtcheDurtchem,MIGOP,RT
4620,DustM_D,LevineJonathan,RT
3800,DustinConnors,DustinConnors,Original
5401,DuszaLukasz,DuszaLukasz,Original
2136,DwightEslick,Hoosiers1986,RT
3387,DwyerEllen,LouDobbs,RT
1557,DykstraDame,BlueSea1964,RT
3367,DzineThrone,PolitiFact,RT
1515,ECNORTON1,AmyMek,RT
485,ECaraceni,zachhaller,RT
3286,EDDIEMB1119,TomiLahren,RT
2048,EJ119,TeaPainUSA,RT
6718,ELMASGODO,ELMASGODO,Original
2953,EMBShade,KTHopkins,RT
1181,EMC_Square2,HouseDemocrats,RT
2526,EMPRESSROOTSGAL,funder,RT
4918,EMSalasME,IronStache,RT
2507,EMZTRadio,TheWheatWalker,RT
1368,ENG1375,ENG1375,Original
263,EODQuasimoto,EODQuasimoto,Original
5214,EQUASHION,EQUASHION,Original
6251,ESADEgeo,ESADEgeo,Original
6035,EWTNNewsNightly,EWTNNewsNightly,Original
3552,EagleKeeper15,GOP,RT
1089,EakesCharles,B75434425,RT
3865,EarlGreyRedux,MSNBC,RT
4406,EarlThePearl17,conservmillen,RT
3400,Earnest_One,TeamPelosi,RT
4074,Earthlovergal,Donnaphoto,RT
3454,EasternOar,SandraTXAS,RT
476,Eat_sleep_nap,Eat_sleep_nap,Original
671,EclecticLizzie,stopthenutjob,RT
6504,EdKrassen,EdKrassen,Original
6106,EdKrassen,EdKrassen,Original
5564,EdanClay,EdanClay,Original
4113,Eddie09792470,KelemenCari,RT
4336,EddieZipperer,FoxNews,RT
4685,EdenCandiceden4,FoxBusiness,RT
613,EdenVision,EdenVision,Original
5949,EdgarOfTheMoors,EdgarOfTheMoors,Original
2562,EdinaDebbie,EdinaDebbie,Original
1964,EditorLeslie,EditorLeslie,Original
6495,EdmondDantesUSA,EdmondDantesUSA,Original
281,EdmondTanya,wokeluisa,RT
5734,Education4Libs,Education4Libs,Original
5678,Education4Libs,Education4Libs,Original
5573,Education4Libs,Education4Libs,Original
71,EdwardW39654174,SenatorDurbin,RT
3046,Ehm1grand,westland_will,RT
5005,ElRapid1,ElRapid1,Original
313,ElaineFox,BretBaier,RT
4610,ElaineJelsema,Ali_H_Soufan,RT
5815,ElayneBoosler,ElayneBoosler,Original
4043,Elffire78,NYDailyNews,RT
825,ElisaC,SenGillibrand,RT
691,ElisaDonahue,AMErikaNGIRLBOT,RT
4758,Elizabeth904397,tedlieu,RT
2432,ElizabethHarm20,RogueSNRadvisor,RT
4023,ElizabethMaho11,ElizabethMaho11,Original
2189,ElizzysPoppy,funder,RT
3477,EllenTrailerDog,GavinNewsom,RT
3434,Ellen_C_Matthew,FoxNews,RT
2540,EllieM72,EllieM72,Original
4138,EmBeesWeb,michaeljknowles,RT
2035,EmaCornaCopia,wokeluisa,RT
2165,Emanate8888,SenatorHassan,RT
5433,EmbajadaEEUUarg,EmbajadaEEUUarg,Original
729,EmersonFan1,xdelmar59,RT
5728,EmilyDeck,EmilyDeck,Original
6219,EmilyMiller,EmilyMiller,Original
3776,EmilyMiller,EmilyMiller,Original
1400,EmilyVerdugo,EmilyVerdugo,Original
4520,Emilyreilly123,KaivanShroff,RT
4599,Enen1,tedlieu,RT
176,EnkiVzla,EnkiVzla,Original
1912,Enman126r,SierraClub,RT
2810,Enopoletus,pewresearch,RT
5659,EnvDefenseFund,EnvDefenseFund,Original
53,EqualityWorld,wokeluisa,RT
2771,EriPrince11,HipHopObama,RT
1184,EricATillotson3,IronStache,RT
2144,EricDison,WhiteHouse,RT
785,EricMProulx,EricMProulx,Original
6361,EricTrump,EricTrump,Original
473,Eric_WVGG,Eric_WVGG,Original
2120,ErikSchouweile2,FoxNews,RT
3642,Erikamitchell30,FoxNews,RT
4460,ErinD_1,ErinD_1,Original
5159,ErinnEdwards5,rolandsmartin,RT
2328,EspeOppenheimer,BruceBourgoine,RT
6187,Essence,Essence,Original
777,EternalQuest27,B75434425,RT
2770,Eugene200,ANOMALY1,RT
1928,EvaLB5,TomiLahren,RT
4799,Evademoney2,Evademoney2,Original
3175,Evademoney2,Evademoney2,Original
645,Events4yu,RepSwalwell,RT
833,Evenur6,FoxNews,RT
2121,EvilERUReady,EvilERUReady,Original
5623,ExDemLatina,ExDemLatina,Original
3922,ExitsRevolution,eugenegu,RT
6730,EzraBridger2018,EzraBridger2018,Original
6520,FCNL,FCNL,Original
4276,FCNL,FCNL,Original
2042,FELESMALAS,TeaPainUSA,RT
3620,FIGHTINGVETERAN,GartrellLinda,RT
2226,FJA_KAL,ICEgov,RT
5852,FL4TRUMPDOTCOM,FL4TRUMPDOTCOM,Original
4211,FLASHGLADDING,DaniellaMicaela,RT
6386,FMoniteau,FMoniteau,Original
6565,FMoniteau,FMoniteau,Original
6610,FMoniteau,FMoniteau,Original
5029,FabulousThomasJ,FabulousThomasJ,Original
695,FactsnOpinion1,B75434425,RT
2166,FadAstra,RepZoeLofgren,RT
3483,Fairmoonrising,RealDrGina,RT
889,FaleroJr,BleedingRedDan,RT
6444,FamilyMassageWA,FamilyMassageWA,Original
1445,FancyBurlyQ,FancyBurlyQ,Original
409,Fatal_Romantic,Fatal_Romantic,Original
3941,FatherOfGiants,eugenegu,RT
2666,FaustulusM_Expo,FaustulusM_Expo,Original
1488,Fear_NoScience,RobotSkeleton69,RT
3250,FedupJean,Trumpfan1995,RT
6218,FedupWithSwamp,FedupWithSwamp,Original
2808,FeensCorner,Thomas1774Paine,RT
6210,FeistyCovfefe,FeistyCovfefe,Original
2910,FeliDiabolica,PattyMurray,RT
4575,FemalePixel,Nonsensicole,RT
3934,FermentinChange,PattyMurray,RT
2297,Fightkidscancer,NBCNews,RT
1574,FilipDobi,TomiLahren,RT
1576,FinnAlistair,Imperator_Rex3,RT
3887,FinnDReynolds,sdonnan,RT
1530,FionaDuke1,bellvisuals,RT
4195,FirePowerSteel,WeTheeAmericans,RT
4503,FiresideChatVet,nzo11,RT
925,FishermanYooper,B75434425,RT
4156,FittedHickory,skybuny,RT
6278,FiveRights,FiveRights,Original
4231,FlaShirley,HealthWyze,RT
1039,Fla_guy2016,B75434425,RT
1245,FlanniganTony,B75434425,RT
4267,Flotye,tedlieu,RT
2025,Fluffenburger,LegendaryEnergy,RT
1888,FogHornReports,FogHornReports,Original
2183,FoodieCubed,bellvisuals,RT
3495,Fools2234,CBSNews,RT
1654,FootInMyShoe,FootInMyShoe,Original
6437,ForAmerica,ForAmerica,Original
6818,ForAmerica,ForAmerica,Original
2181,ForTheUnion1776,ShereeNurse,RT
5791,ForTheVeterans,ForTheVeterans,Original
1857,ForTheVeterans,ForTheVeterans,RT
5703,ForTrump,ForTrump,Original
5143,Forbespaula,Forbespaula,Original
2597,Forbespaula,Forbespaula,Original
6711,Forbespaula,Forbespaula,Original
279,Forevershante4,wokeluisa,RT
5847,FoxBusiness,FoxBusiness,Original
5381,FoxBusiness,FoxBusiness,Original
6639,FoxBusiness,FoxBusiness,Original
6705,FoxBusiness,FoxBusiness,Original
6553,FoxBusiness,FoxBusiness,Original
614,FoxBusiness,FoxBusiness,Original
5440,FoxBusiness,FoxBusiness,Original
6683,FoxBusiness,FoxBusiness,Original
6445,FoxNews,FoxNews,Original
6311,FoxNews,FoxNews,Original
6785,FoxNews,FoxNews,Original
6220,FoxNews,FoxNews,Original
6595,FoxNews,FoxNews,Original
6582,FoxNews,FoxNews,Original
6348,FoxNews,FoxNews,Original
6211,FoxNews,FoxNews,Original
6536,FoxNews,FoxNews,Original
5926,FoxNews,FoxNews,Original
6407,FoxNews,FoxNews,Original
6515,FoxNews,FoxNews,Original
5974,FoxNews,FoxNews,Original
6502,FoxNews,FoxNews,Original
6001,FoxNews,FoxNews,Original
6202,FoxNews,FoxNews,Original
6793,FoxNews,FoxNews,Original
6019,FoxNews,FoxNews,Original
6446,FoxNews,FoxNews,Original
6025,FoxNews,FoxNews,Original
6383,FoxNews,FoxNews,Original
6364,FoxNews,FoxNews,Original
6004,FoxNews,FoxNews,Original
6113,FoxNews,FoxNews,Original
3149,FoxNews,FoxNews,Original
5500,FoxNews,FoxNews,Original
5569,FoxNews,FoxNews,Original
5572,FoxNews,FoxNews,Original
5648,FoxNews,FoxNews,Original
5692,FoxNews,FoxNews,Original
5528,FoxNews,FoxNews,Original
5408,FoxNews,FoxNews,Original
5699,FoxNews,FoxNews,Original
5726,FoxNews,FoxNews,Original
5375,FoxNews,FoxNews,Original
5337,FoxNews,FoxNews,Original
2536,FoxNews,FoxNews,Original
6510,FoxNewsResearch,FoxNewsResearch,Original
6409,FoxNewsResearch,FoxNewsResearch,Original
2141,FoxPrintsArt,FoxPrintsArt,Original
3884,FrJohnUSA,_Makada_,RT
2691,FrakerMonica,tedlieu,RT
1430,FranSzpylczyn,CBSEveningNews,RT
1215,Frances719,RealAlexJones,RT
2530,FrancoiseinNL,TheDailyShow,RT
1322,FrankBX61,johnkingaustin,RT
1324,FrankBoyd4739,FrankBoyd4739,Original
149,FrankD15045027,Goss30Goss,RT
6200,FrankLuntz,FrankLuntz,Original
6167,FrankLuntz,FrankLuntz,Original
6130,Franklin_Graham,Franklin_Graham,Original
6186,Franklin_Graham,Franklin_Graham,Original
2450,FranzFestung,ProgressPolls,RT
650,FreedaCathcart1,VAHouseDems,RT
221,Freediver_Doris,SenGillibrand,RT
732,Freefree0Bobbie,funder,RT
2495,Freeisright,_Makada_,RT
879,FreleandT,FoxNews,RT
2087,FreshWithDepth,MatthewACherry,RT
4426,FriendlyJMC,clivebushjd,RT
490,FrodoBurton,B75434425,RT
1080,From_The_Porch,funder,RT
503,FrznShrew,ItsNorbitPeters,RT
6246,Fuctupmind,Fuctupmind,Original
6430,Fuctupmind,Fuctupmind,Original
357,Fullfigurefacts,RandyRainbow,RT
1040,FunctionalGovt,FunctionalGovt,Original
4429,FunkNub,GrrrGraphics,RT
554,FunkyRabidcow,AMErikaNGIRLBOT,RT
5198,Fusion4Trump,SharplyRight,RT
2911,FwmCuzigotSour,ajplus,RT
2995,G1rly_Tattoo3d,ConservaMomUSA,RT
859,GAODwyer,AMErikaNGIRLBOT,RT
5804,GET4208,GET4208,Original
5423,GET4208,GET4208,Original
6152,GET4208,GET4208,Original
4087,GEanalyst,WhiteHouse,RT
6508,GIJoeOPS,GIJoeOPS,Original
586,GIJoeRealGungHo,B75434425,RT
6358,GIPHYCute,GIPHYCute,Original
6096,GOP,GOP,Original
5990,GOP,GOP,Original
5817,GOP,GOP,Original
6274,GOP,GOP,Original
6192,GOP,GOP,Original
5628,GOP,GOP,Original
6088,GOPChairwoman,GOPChairwoman,Original
5568,GOPChairwoman,GOPChairwoman,Original
5639,GOPLeader,GOPLeader,Original
5797,GOPPollAnalyst,GOPPollAnalyst,Original
1678,GPN14,GPN14,Original
410,GPalhegyi,USArealnews,RT
1799,GSheinin,Pajjr2016,RT
4457,G_Massengale,michaeljknowles,RT
4736,GabbsAlot808,elizabethforma,RT
3812,Gabriel4Justice,GartrellLinda,RT
3991,GabrielleMarieD,WhiteHouse,RT
4435,GacilosMariz,IvankaTrump,RT
2693,GailBrouwer,tedlieu,RT
2361,Galaxi162,PattyMurray,RT
1206,GameStopCentral,B75434425,RT
3797,Gamgams22,RealVinnieJames,RT
3775,GanjasmokerCb,richardhine,RT
4855,GanjasmokerCb,Reuters,RT
955,GanyonBluff,B75434425,RT
3834,GanyonBluff,MBNI_,RT
5415,GarciaManny4,GarciaManny4,Original
4890,GardenKnitter,GardenKnitter,Original
1210,GarleniaDavis_,B75434425,RT
3840,GarrigusMarie,PrisonPlanet,RT
6280,GartrellLinda,GartrellLinda,Original
6048,GartrellLinda,GartrellLinda,Original
6159,GartrellLinda,GartrellLinda,Original
6322,GartrellLinda,GartrellLinda,Original
5971,GartrellLinda,GartrellLinda,Original
6664,GartrellLinda,GartrellLinda,Original
4852,GaryLeeThrasher,danmichalski,RT
1323,GarySjodin,DTrumpPoll,RT
6678,GaryStLawrence,GaryStLawrence,Original
6352,GavinNewsom,GavinNewsom,Original
6142,GayRepublicSwag,GayRepublicSwag,Original
5171,GbWalls,Tokerwaredotcom,RT
1922,Gdady22,MoMoneyMitt,RT
4238,GeeBratt,KelemenCari,RT
1429,GeeWhiz__,RealR0bGray,RT
1269,Gee_Willakers,ChapulinColoRed,RT
3305,GeezizusView,HuffPost,RT
2317,GehennaHelena,TeaPainUSA,RT
3333,GeminiAPatterso,WhiteHouse,RT
1131,GeminigalMolly,AMErikaNGIRLBOT,RT
5693,GenJohnKelly,GenJohnKelly,Original
1179,GeneMath423,B75434425,RT
2253,GeneObrien12,VP,RT
4202,GeneObrien12,pastormarkburns,RT
6590,Genius,Genius,Original
702,GenoBlanco1,AMErikaNGIRLBOT,RT
5465,GeorgWebb,GeorgWebb,Original
3504,GeorgePaulTx,dbongino,RT
6395,GeorgiaDirtRoad,GeorgiaDirtRoad,Original
6790,GeorgiaDirtRoad,GeorgiaDirtRoad,Original
5204,GeorgiaDirtRoad,GeorgiaDirtRoad,RT
5620,GeorgiaDirtRoad,GeorgiaDirtRoad,Original
6330,GeorgiaDirtRoad,GeorgiaDirtRoad,Original
4108,GeraldineKestn2,BleedingRedDan,RT
1363,GeraldineMCorn1,GOPChairwoman,RT
5363,GeraldoRivera,GeraldoRivera,Original
6103,GeraldoRivera,GeraldoRivera,Original
5012,GermanicAnglo,RichardBSpencer,RT
3634,Getaclue77,wattsjim,RT
