image_id,image_url,post,no_likes,no_comments,image_labels,image_text,web_entities
23,https://scontent-atl3-1.cdninstagram.com/vp/96699ba9516c670d48c3048ec5da1e9e/5B4B6973/t51.2885-15/e15/10860222_858409960894500_944588748_n.jpg,"""I tried to fight it at first. I told myself it was all in my mind. I went to experimental trials. I did mental exercises. But none of it worked. If you tell me a name, I’ll forget it in five minutes. One minute, actually. They’ve got a few medicines but the effects are negligible. So I don’t even bother with the doctor. I read as much as I can so I can hold onto words and spelling for as long as possible. But other than that, there’s nothing left to do but wait.""",127.8k,"1,487",finger hand ring arm wrist font product design thumb,,Humans of New York Pakistan Mother Thumb Airplane Memory Newspaper Father Amnesia Alzheimer's disease
24,https://scontent-atl3-1.cdninstagram.com/vp/e3e03235f5d8293dc01318b5b2a5f0a8/5B2EFB81/t51.2885-15/e15/11247945_482798098550690_438099628_n.jpg,"""I'm going to a birthday party.""",174.8k,"1,574",eyewear pink glasses sunglasses vision care hair accessory fashion accessory hairstyle headgear child,,New York City Humans of New York Humans of New York: Stories Humans of New York Photographer Photography Child Birthday Glasses Homo sapiens
25,https://scontent-atl3-1.cdninstagram.com/vp/0ce89019c1238ecdcc10296bbfa900ca/5B462541/t51.2885-15/e15/11245635_906617419384292_1578382536_n.jpg,"""I'm the muscle.""",142.3k,734,fun smile glasses plant girl car tree,,New York City Brandon Stanton Humans of New York Lizard Reptilians Humans of New York Know Your Meme Reptile Internet meme Image
26,https://scontent-atl3-1.cdninstagram.com/vp/a90af603f0e68f4789a56f24e700938b/5B1231BB/t51.2885-15/e15/1742725_732046836918305_1357081617_n.jpg,"""We grew up poor. We were on every form of government assistance. I grew up in a world where I could never predict what would happen or when it would happen. It was chaos all the time. I did all I could to get out. I made good grades. I went to college. But my mother and sister are still there—working minimum wage jobs, smoking a lot of weed, and making the same mistakes over and over again. There’s no recognition of a pattern. I finally decided that I’m happier when I avoid contact. I don’t enjoy talking to them on the phone. I don’t enjoy visiting. They are both so miserable in their own lives, and it brings me down, so I just stay away. I guess my mother tried in her own way. But that’s not enough for me.""",138.7k,"2,104",hand finger nail arm thumb,,"Pinal County, Arizona Government Mother I'd Rather Be Homeless Suicide Humans of New York Father Eviction .de Rain"
27,https://scontent-atl3-1.cdninstagram.com/vp/1628d9748b5d1034f4ce9e6458a2c90d/5B44D202/t51.2885-15/e15/11385551_1017827018241284_1229594695_n.jpg,"“My mom passed away when I was 9, and I didn’t really take her last years very seriously. Most of the time when we went to visit her at the hospital, I thought it was boring, so I’d just go in the other room and watch cartoons. It sounds stupid, but I never knew she was dying because she promised me we’d go fishing.”",157.4k,"1,752",fashion accessory headgear hair accessory cap textile cool fun glasses headpiece hair coloring,,Archive Context menu Drop-down list Tumblr Humans of New York Button Menu Window Blog Icon
28,https://scontent-atl3-1.cdninstagram.com/vp/5cb2ddd39c655fcc7569bebf8feb2976/5B2C7A21/t51.2885-15/e15/10251319_1461075530856239_1424434143_n.jpg,"“I was just telling her about how her mother and I used to come to these games in the early 80’s. We lost her to a drunk driver five years ago. She really held the household together, so we’re still struggling without her. I think I’m still in shock from that day. She was the one that got the call. I was in the kitchen getting ready for work at 5 AM, and I suddenly I hear her screaming from her room: ‘Mommy’s dead! Mommy’s dead! Mommy’s dead!’”",176.7k,"2,362",product fan fun girl cool,,Girl
29,https://scontent-atl3-1.cdninstagram.com/vp/f3aad45873689ab25794e6383ef66221/5B495B3B/t51.2885-15/e15/924636_927522167286706_1113018378_n.jpg,"""He lets us eat more dessert than mom does.""",163.4k,"1,565",people product fun fan sport venue sitting leisure car competition event girl,"145
15
16
 145 15 16",Be Afraid YouTube Car Swimming Competition Sport Sports venue Birthday A Time Odyssey Mail carrier
0,https://scontent-atl3-1.cdninstagram.com/vp/dce989387ad30004be09948cb21e3e38/5B1B7DB8/t51.2885-15/e35/11382595_1663279670569721_217438401_n.jpg,"“I graduated college early because I was eager to get into the real world, but the job search is tougher than I imagined. I think people are afraid to hire me because I’m young. I’ve probably applied to over two hundred jobs. I’ve found that for every ten applications, I get one call back. And for every five call backs, I get one in-person interview. I’ve had seven of those so far.”
""Do you wish you hadn’t graduated early?”
“I try not to think about it. I could apply to ten more jobs in the time I spent thinking about that.”",151.2k,"2,612",shoulder jeans snapshot girl vision care denim smile glasses street product,,New York City Humans of New York: Stories 人在紐約: 故事版 Humans of New York Screenshot Author Portable Network Graphics Tumblr Book Blog
0,https://scontent-atl3-1.cdninstagram.com/vp/1943194a64672efd427fb074aa1e5a34/5B485453/t51.2885-15/e35/13116693_265139877165930_2058288537_n.jpg,"(1/2) “Last week the Mets were down 3-0 in the seventh inning, and Céspedes tied the game with one swing. Well that doesn’t ever happen with cancer. Nothing is ever immediate. And the hardest part about being an oncologist is trying to be patient. My daughter is a huge Grey's Anatomy fan. She loves those emergency room stories because they provide an immediate fix. But with cancer, there’s never a simple answer. And at this hospital we see some of the most difficult, challenging cases. You want so much to give that toddler’s parent some sort of guarantee, but you can’t. There’s no guarantee that the treatment will work. And if it doesn't work, there’s no guarantee that a new treatment will be developed in time. All we can do is try. And wait.”",70.4k,255,room institution desk office furniture technology communication electronic device professional,"FORDHAM PREP
no
 FORDHAM PREP no",Desk Room Office Communication Institution Electronics
1,https://scontent-atl3-1.cdninstagram.com/vp/c3213e332a77af3d0a211f75d4948507/5B1B208F/t51.2885-15/e35/13183438_2014930062065594_934995015_n.jpg,"(3/3) ""I grew up around nature. I had a wonderful family and a great life and it was so easy to be a believer. Then over the course of a single weekend, I learned that my one-year-old son was blind, had a seizure disorder, and a brain tumor. I remember I went to a beach, and a storm was coming in, and I just sat on the edge of the ocean and I wailed. For an hour I screamed in the pouring rain. That was thirteen years ago, and there hasn’t been a moment of relaxation since then. We’ve researched everything. We’ve tried everything. Anything to keep the tumor from growing. And the longer we’ve gone on, the more we’ve tried, and the narrower the choices get. There is nothing I won’t do to save my child. There is not a doctor you can keep me from. I’ll drive across the country for a single conversation. But I live with such pain. It’s not rocket science. Every day could be the day that I lose my child. But I’m trying to look up. I’m trying to have gratitude. And I’m trying to keep my faith.""",84.8k,"1,066",face person chin eyebrow head cheek forehead professional smile neck,,New York City Humans of New York Photographer Chin Facebook Photography Portrait Forehead Quase Eyebrow
2,https://scontent-atl3-1.cdninstagram.com/vp/83790641a991bfa6a7557526ebd3b91f/5B4BBCE4/t51.2885-15/e35/13151161_1681671498720121_2107191950_n.jpg,"(2/3) ""Sterling is the sanest one in our family. He’s our leader. He gets to be himself. If we were ourselves, we’d be rather useless because all the time we feel like disintegrating. We call him the Love Bug. He is always loving and happy. Every morning he sings a song while we walk down the driveway. It goes: ‘Another new day, coming my way! I can’t wait to go to school today!’ I look at him and think, ‘What is my problem?’ Then I tell myself, ‘Just follow the leader.’""
----------------------------------------------------
As we learn the stories of doctors, nurses, and patients such as Sterling, we are raising money to research and cure the rare pediatric cancers they are battling against. So far over 8,500 people have donated and we’ve raised over $300,000. Thanks to all of you. Even if only one percent of the people following this page were to make a donation, that would amount to nearly 200,000 donations and over six million dollars. So please consider being counted. Many children come to @sloankettering when they are out of options, and new options must be invented. The study of rare cancers involves small and relentless teams of researchers. Life-saving breakthroughs are made on very tight budgets. So your donations will make a difference. They may save a life. Please consider being counted. Link in bio.",86.9k,487,communication fun event recreation conversation,"HATS
 HATS",Brandon Stanton New York City Humans of New York Facebook Watch Blog Facebook Love Recreation Book Family
3,https://scontent-atl3-1.cdninstagram.com/vp/9980b79421b44c3c1376a4a93acf6742/5B0B1D65/t51.2885-15/e35/13117851_1719870541617003_82585813_n.jpg,"(1/3) ""We’ve been fighting this for thirteen years. Sterling has a brain tumor in the center of his brain where the optic nerves cross. It’s inoperable. Our lives center around keeping the tumor from growing. That’s what we do. We’re here today to pick up a new experimental medicine. Sterling’s had over one thousand seizures. I joke that this whole experience has made me an involuntary Buddhist. When you live in a world of one thousand seizures, you have no choice but to live in the present. You’re jolted out of your mind every few minutes. And you learn about compassion. Having a special needs child has opened me up to the compassion of other people. There are so many people who are willing to help. When we first discovered the tumor, I sent Sterling’s scans to every hospital. I can’t tell you how many doctors gave me their time and didn’t charge a thing. Zero billable hours. Can you believe it? It was like going snorkeling for the first time, and discovering a whole new world of color that I didn’t know existed.""",110.7k,881,sitting furniture fun girl product communication,,Brandon Stanton Social media Memorial Sloan Kettering Cancer Center Humans of New York Humans of New York: Stories Instagram Photographer Photography Document Psychology
